trip_id_unique_station,passengers_up
114373c10,1
317290a42,0
310783b34,0
114541c2,1
315793a11,3
221372a23,5
219112a11,0
111972b3,0
220367a50,0
310985c28,0
218471a41,0
313358c2,1
120441a2,1
312618a25,1
211399b1,1
113495a33,0
313665c6,0
111788c12,0
222568a9,0
212234b17,1
311893c15,2
119066a9,1
312154b24,0
111217c42,0
311373a24,0
311074c8,0
310371c46,2
410884a10,3
110390c18,0
122298a1,0
119078a19,2
317299a50,1
110132b3,0
111743b8,0
115084c29,0
313041a4,2
312984a46,0
112177b14,1
314302a49,1
112011c4,1
314363a11,0
317401a5,1
415522a9,2
314730c21,1
211029b23,2
119847a2,0
115465c10,4
111474b16,3
313761c3,0
218897a3,0
314359a21,1
115640a22,4
119378a24,0
112492c15,1
314856c30,0
315964a7,0
218983a1,3
313833c11,0
122491a22,0
313682c32,0
314027c34,1
121760a35,1
119310a9,0
311000c29,0
313507c11,0
110520b24,0
114775c14,2
220500a52,0
412492a8,0
115472c25,2
110102b19,0
217956a11,2
314701c26,0
317230a26,0
311295c29,0
111640b30,0
317413a11,0
211644c6,1
211723c5,1
311154b44,1
415540a2,4
311783c2,2
313534c2,0
119079a20,0
114738c18,2
115237c3,0
115232c39,0
312659a37,0
415769a31,1
310413c7,2
218482a10,3
113816c8,0
114215c29,1
313690c7,3
314963c13,1
313044a23,2
119051a6,0
111267b17,0
318371a5,8
417061a9,0
119706a17,0
112753c3,1
316833a39,0
313603c33,1
119530a2,1
121087a30,2
111397c50,0
311774c12,6
220862a3,1
210668b24,1
318399a43,0
311138b1,0
110729b33,0
122359a5,8
120432a44,0
118104a26,1
310253a53,0
312851a26,1
220496a23,1
321323a47,0
121356a4,5
113391c34,1
210080b13,2
313436c33,1
314250a21,1
221018a15,2
311499b38,0
110117c45,0
110910c6,1
111277a62,0
311282c42,2
112042c36,0
310120a16,0
221259a1,3
411035a44,0
111880b7,0
115447c34,3
415476a2,2
314878c19,0
211999b19,0
221065a16,1
314434c23,0
221046a25,1
219789a35,1
311535a44,0
210350b14,0
115325c28,0
314595c30,1
111654c30,1
119396a26,0
221103a23,0
411230a23,1
120297a7,4
122632a30,0
310743c20,2
214485c11,6
222601a13,1
214100c24,1
311360a40,0
210706b19,2
412409a25,1
311246c20,0
110535c13,3
120940a20,0
120545a13,1
115256c13,0
121193a2,0
220013a40,0
218911a29,3
121350a23,0
310952c38,0
213780a4,2
122352a14,0
115279c25,0
220621a3,2
320776a39,0
313367c21,2
415601a17,1
120275a4,2
312945a22,0
119523a5,3
413360a6,0
412637a27,0
310612c16,2
314891c17,0
415452a8,7
118345a13,0
313937c40,0
110689c15,0
121762a55,0
110536c15,3
311013c30,2
421872a33,1
310641b34,1
311681c43,1
312923a8,2
210818b5,1
119636a6,0
415455a15,2
311155b4,0
416121a13,0
110551c5,2
121172a12,0
312275c2,0
221016a18,2
112300c14,2
112740c5,3
311263c6,4
313021a3,1
310559b52,1
222070a11,0
210224b2,0
111239b9,3
417031a1,0
416268a27,1
110811c2,1
111878b34,1
412771a26,0
210517b26,0
119640a45,0
221065a12,2
310542b24,2
412495a21,0
212410c32,1
310441a13,1
121332a53,0
310174c18,1
120047a13,0
221307a1,2
111642b1,5
316208a37,0
220492a20,1
416999a18,1
110898c28,0
120285a25,0
111882b24,0
318357a32,0
314585c14,2
115038c42,0
317298a14,0
111237c27,0
110394b1,1
212061b17,0
111753b29,0
311649b48,1
313341c18,0
110432c4,1
113540c11,2
210480b19,2
214530c8,0
111712c32,1
312795a37,2
311433c25,3
211583b19,3
218227a29,0
312810c7,2
314158c15,0
312559c29,0
313223c17,1
210688b12,0
313343c16,2
413359a24,3
415770a36,0
121204a44,0
313499c30,7
113924c22,1
113362c38,1
319879a28,2
110352c38,0
310419a42,1
110950b48,1
115325c10,0
312948a31,1
413220a20,3
211993b4,0
312867a13,0
314650c19,1
113845c40,0
111237b26,5
222409a2,0
313184c36,5
111404b10,0
110259b18,2
120048a38,0
220464a20,1
314354a16,6
115419c21,0
112018c11,0
313487c28,0
111639b33,5
310121c23,1
212049b16,1
310428a8,0
118570a16,0
314439a21,3
118152a37,0
220880a25,1
220862a4,0
318386a19,1
115981a15,0
218044a21,2
211382b37,1
118579a9,1
121210a30,0
315929a40,0
110398c34,1
415291a21,0
212100b6,3
121124a6,1
211170c7,0
120038a2,1
311789c39,0
219781a32,1
115227c11,3
218671a6,0
310168b28,1
115298c6,1
112758c54,0
310149a34,0
220985a22,4
219742a10,0
111913c30,1
220084a23,0
313989c9,1
120822a28,0
110803c32,0
119966a12,0
312659c37,3
217929a33,10
218983a15,0
119051a21,0
314910c45,1
111437b8,4
310670c47,0
120536a2,1
218671a29,0
121530a39,0
313747c25,0
310647b33,2
216850a26,0
110005c7,5
310887c2,0
222577a5,0
313131c15,0
114993c17,2
310170c15,2
317571a44,2
219235a1,1
312244c36,1
416418a39,0
313056a33,0
119706a13,0
110681c35,0
118182a1,0
314230a37,1
118336a46,1
111861b6,1
314272c32,2
111278b15,2
211453c6,2
313693c17,0
211432b21,1
111693c10,1
210656b18,0
314692c27,0
119363a8,1
218942a13,1
218071a4,3
219234a33,0
314409a18,1
220125a32,2
316010a6,1
313771a29,2
312713c2,1
315056c18,0
212232b10,2
119379a25,1
118211a36,3
415493a8,0
115546c10,6
314675c16,2
314159c31,4
314347c32,0
311373b29,1
213689a2,0
313050a15,1
314254c10,0
118727a7,0
421880a4,3
111376b17,0
412242a14,2
111114c5,1
313381c47,0
111267b35,0
221044a23,3
313131c7,1
311412a48,0
311292b6,3
115358c13,3
211203b28,1
119807a40,0
313832c23,3
114499c34,0
120282a32,0
314394a34,0
414284a27,2
110572c49,0
315122a21,2
312745c28,0
114663c2,0
311370b10,1
414642a2,0
220677a7,3
219222a20,0
314413a17,2
212212b23,0
119579a17,0
415110a22,2
415128a14,0
312793c28,0
313137c5,0
213785a17,0
315236a7,0
114468c57,0
121553a14,2
314447a17,0
110423b20,1
314670c24,2
313801c12,0
113482a6,2
314657a17,0
212110b10,5
310548c10,0
119519a33,0
110895c38,0
219230a34,0
313036c3,0
415293a29,1
315579a50,3
316216a49,2
312378c2,2
312849a39,1
111277a10,1
221467a16,0
315097c22,0
221082a24,1
111279b16,1
312367a23,0
411132a12,3
310540b38,0
318526a51,0
211192b5,0
210655c22,0
222109a31,0
312945a32,1
110692c17,0
219214a6,3
415468a17,3
411404a17,2
415406a6,0
110556c3,3
222402a33,2
218635a17,3
112601c19,1
212092b21,1
310998c53,0
311899c21,0
218618a11,0
314414a9,0
110836b26,0
110007c10,6
214531c37,0
313165a1,2
310123b38,0
316890a17,2
311261b36,3
219023a26,1
314345c30,0
222410a8,0
311707b46,0
111806c29,1
212215b16,3
220527a23,1
311667c47,0
314072a19,2
212229a7,1
311656b2,3
110152b1,0
312403c24,1
111760b10,0
419910a20,0
115270c21,0
122057a12,0
111522b33,0
221242a3,0
311128c28,2
311853b22,2
119868a16,0
412237a14,1
315052c29,1
317294a26,0
115361c13,2
210688b33,0
120425a58,0
319017a37,0
314601c33,0
311481a12,2
310180c13,1
314249a37,1
313041a2,3
118572a40,0
120532a40,0
311406c8,1
312459c1,0
312759c33,4
317453a34,0
312957a8,1
111802c7,4
213787a5,3
312959a19,0
311084c35,1
220653a39,0
118720a2,0
114541c1,1
313748c11,0
311481a28,1
120808a20,1
311898c19,1
114470c11,6
111706c16,1
213695a24,0
112186b22,0
310889c10,2
416962a18,2
112690a33,0
413954a16,1
314588a39,0
413959a15,2
110859c14,2
310577b37,2
119128a1,5
120546a22,0
310340a24,0
311284c23,0
314451a31,0
417047a14,1
413994a22,2
314434a29,4
120176a39,2
313026a1,0
122637a16,1
221076a32,0
211563c1,0
313366c11,3
119556a9,0
415472a5,3
412515a19,4
218852a21,1
310497c5,3
120689a37,0
311406c13,0
218986a50,0
120430a14,1
312013b28,2
314159c34,4
312937c52,0
311671c40,0
314807c7,0
111953b27,0
210613b2,1
310254a51,0
314458c25,2
412541a19,1
222134a19,0
313762a19,1
111804c36,2
210322b3,0
313371c41,1
311964c22,0
110758c40,1
317475a17,0
314229a20,1
413748a28,1
114212c6,2
111277b21,1
110824c5,0
111978b40,0
311763c29,1
115358c38,1
111234c16,0
120724a13,1
311660c20,0
119288a16,3
211606b1,1
314040c24,1
311899c3,5
316031a30,3
111395b24,0
310642b43,2
114377c50,0
318270a22,0
210872b15,1
317567a29,0
314450a20,2
221283a17,0
213412c31,0
120446a20,0
313036c44,0
212084b13,0
218678a16,0
112957c12,0
120249a13,2
311623b20,1
210323b4,0
314251c31,0
110101b23,2
211987c28,0
222508a35,3
119576a11,3
311326c37,1
114499c21,0
212052b5,2
310538c34,0
314177c2,2
311366a50,0
110352c44,0
110826c32,0
119158a10,0
112510c33,1
312291a33,1
317248a14,0
118577a27,0
311776c17,2
221610a12,0
311381c34,0
221693a10,0
315240c22,0
312137b39,0
210681b15,3
120536a15,0
415429a6,1
310469a4,0
318385a33,0
312125c13,4
416537a11,2
218620a10,2
310462a29,1
211431b21,0
118727a3,0
112161c15,1
121458a12,0
313676c30,1
313690c25,0
311759b1,1
314016c11,0
120822a43,0
412460a30,1
410238a16,0
312546c33,0
311667c50,0
310436a45,1
114142a33,0
115520c5,3
418768a16,2
310376c19,0
312638c17,0
314478a19,0
313021c47,1
310996a23,0
217985a2,3
111014c31,2
310593c2,0
313803c25,0
317420a25,2
111693b32,3
313576c5,0
312381c10,0
121488a15,0
220621a6,1
312254b28,2
220583a28,1
111410b1,0
311795c41,2
211981c19,1
211052a20,0
122488a3,0
315113c27,0
314157c40,0
313227c48,0
120038a39,1
315873a19,7
110918b6,2
112961c6,0
220354a1,1
219824a36,0
120307a1,5
211615b9,2
315139c10,0
314840c9,0
419507a28,0
312031b3,3
112042c40,1
211803b22,1
311829c15,2
412841a2,1
313221c53,0
221277a49,0
120716a4,0
218456a18,0
115455c41,0
313779c33,0
310452c27,0
110723b48,0
314015c39,1
315579a15,0
311534b38,0
112176b31,0
110261c6,7
210508b13,1
110721b31,0
221358a49,0
122491a52,1
415844a11,4
411733a3,2
315928a38,2
413359a18,3
314457c30,1
315078c24,4
412521a9,3
315343c32,1
312273c4,0
317406a11,0
310244c21,0
219034a30,0
318541a3,2
221372a18,3
121675a14,5
314939c17,2
310436a11,1
412636a21,0
110251b12,1
110762c31,1
414260a7,0
113363c19,1
220832a4,0
314976c9,2
112439c4,1
415478a12,4
110261c35,0
312124c17,3
119639a30,1
115234c7,0
219211a8,1
213712c22,0
411735a36,0
314785c18,0
310549c24,0
112608c18,0
310853b48,1
110014c36,3
310744c34,2
310696c3,1
314605c45,0
313172c31,5
120546a18,0
218657a27,5
218884a2,4
314050c34,0
211231b2,6
210337b2,6
317439a23,0
214339a3,0
119843a17,0
212105b22,3
114748a17,3
221414a16,1
419905a8,0
314350c29,1
410896a25,0
111696b3,2
110948b48,0
317244a43,0
413822a45,4
312268c43,1
220494a13,1
310171c51,1
417279a31,2
411736a31,1
212305a8,0
115361c17,2
110004c6,2
416963a16,1
314808c43,0
417004a9,5
212145c22,1
121767a34,1
317413a25,0
121144a5,0
314707c5,1
310428b19,2
312808c21,1
113207c15,1
312807c6,0
314856c4,4
413952a20,2
313464c5,1
315580a31,2
218412a22,2
312203c42,2
222133a14,0
311413a48,0
111144c24,0
121342a28,1
221474a22,1
112015c23,3
111346c39,0
111740c19,0
217978a21,1
110975c22,1
320759a49,1
313678c4,2
317570a33,0
210973a10,3
219232a14,1
310079a40,1
412639a1,0
110450b29,0
419911a23,0
311624a22,2
210224b32,0
110518b41,0
314122c28,1
111480b23,0
310539c42,2
115194c31,0
121101a4,3
312533c25,0
311261b15,0
212409c3,0
118135a47,0
313136c19,0
112401c32,0
115470c40,0
310416a33,2
315927a23,2
211193b19,0
422043a11,1
210926b6,2
312249b26,5
221109a17,1
115147c41,1
110861c12,0
310562b33,1
115418c4,0
211558b24,2
413822a26,0
312867a14,1
222134a2,0
218506a24,2
313012a38,0
210496b14,3
110813c11,3
110429b32,0
217220a20,1
122248a8,2
110131b14,0
220142a20,1
111279b29,0
220137a25,3
310380a45,2
115274c24,1
312287c21,1
416121a18,0
119296a34,0
315115c8,0
120047a27,0
312612a30,2
411406a8,5
211220b3,0
221084a18,2
312028b31,3
311542a29,0
211589b10,3
120747a27,1
311897b27,1
314005c24,1
316833a13,0
118173a44,0
311372b18,2
415346a39,0
418780a10,3
113973c21,1
315113c24,1
110131b18,0
411037a48,1
312930c14,2
310172b26,1
120906a29,1
218424a29,0
413956a5,0
312693c5,1
313111c23,0
313676c13,1
314478a2,0
314454a10,4
416418a2,2
211391b30,1
311683c40,1
120771a5,0
121157a11,2
210069b26,1
311339b39,2
310031c20,1
221399a15,0
415454a23,2
211027b14,7
218880a12,3
413818a51,0
111753b23,0
415488a8,2
220625a20,0
121092a10,0
220584a12,2
310084c37,1
415834a15,3
211405b12,2
210484b7,5
122069a13,0
211816b5,4
219781a20,1
114756c35,1
111542b25,0
310858a29,1
121187a4,6
313527c38,2
313013c47,0
218697a7,0
313687c7,2
114663c20,0
110450b9,1
119557a30,0
310517a5,0
313999c29,0
314431c22,0
118565a20,0
311372a9,4
310684c12,2
111144c17,1
412480a24,0
310159c6,2
211562b22,4
115290c3,1
112774c49,3
310084c14,1
314970c1,0
312911c3,0
312370c9,0
212227b4,0
316825a27,0
212762a21,1
413984a8,1
311354b10,3
111277b36,0
414644a31,0
210792c45,0
218849a16,1
214094c3,0
112177b15,0
222403a36,2
314168c17,2
312098c2,0
312923a4,0
310138b10,1
121233a15,0
220378a20,2
310372a46,0
112608c43,0
210137b33,0
210515b18,2
315035c19,0
114216c12,2
118207a22,0
115403c24,0
222334a19,0
219108a39,0
111954c27,7
318525a1,0
413749a7,0
311570a33,1
118210a8,1
119639a28,2
314702c3,0
217976a24,0
110572c21,1
211615b30,0
210871b10,3
219604a27,0
415518a7,5
419507a14,4
210465b31,1
312849a48,0
317387a23,0
121355a42,0
111400c42,1
111668b35,0
311437c43,1
220554a8,2
122244a43,1
218417a15,0
115084c25,3
415429a25,1
118103a31,2
312062c35,1
111375b27,0
315374c29,2
310072c32,5
315932a52,2
310127b13,2
310079a41,1
311166b21,1
413980a22,1
110810c13,1
311942c52,0
212009b33,0
317409a42,0
312359a28,1
115461c40,0
318380a4,0
312152b42,0
313013a34,0
311842c37,0
218639a13,2
310625b29,1
214404c13,2
311156b24,0
110118b15,4
314152c34,0
110016c30,3
310414b13,3
314585c25,0
412181a22,3
417018a15,2
220389a26,0
212315a33,0
111402c27,0
312370c5,0
314839c5,0
113922c11,8
220148a10,1
122248a13,0
311347c45,0
122217a49,1
311383c49,0
313501c28,0
312672c36,1
317568a24,0
115300c20,0
218466a4,2
212220b13,5
314289c30,1
212127b23,1
120293a19,1
110762c28,0
310539c9,2
311168b35,0
220530a29,0
314004c40,0
313219c9,0
312268c32,0
114468c2,0
115235c6,1
114373c29,0
313445c6,0
315235a34,1
313899c26,1
315874a21,3
314758c10,0
414550a25,0
312459c19,0
311653b15,2
212231b2,1
119278a21,4
315169c22,0
121343a8,1
